ID,PROVINCE,NAME_EN,WIKIDATA,MS_FB,MS_FB_PARE
PP-202,Punjab,PP-202 Sahiwal-VII,Q59207550,country:pk/province:pb/provincial-constituency:pp-202,country:pk/province:pb
PP-201,Punjab,PP-201 Sahiwal-VI,Q59207549,country:pk/province:pb/provincial-constituency:pp-201,country:pk/province:pb
PP-203,Punjab,PP-203 Khanewal-I,Q59207551,country:pk/province:pb/provincial-constituency:pp-203,country:pk/province:pb
PP-204,Punjab,PP-204 Khanewal-II,Q59207552,country:pk/province:pb/provincial-constituency:pp-204,country:pk/province:pb
PP-205,Punjab,PP-205 Khanewal-III,Q59207553,country:pk/province:pb/provincial-constituency:pp-205,country:pk/province:pb
PP-207,Punjab,PP-207 Khanewal-V,Q59207556,country:pk/province:pb/provincial-constituency:pp-207,country:pk/province:pb
PP-208,Punjab,PP-208 Khanewal-VI,Q59207557,country:pk/province:pb/provincial-constituency:pp-208,country:pk/province:pb
PP-209,Punjab,PP-209 Khanewal-VII,Q59207559,country:pk/province:pb/provincial-constituency:pp-209,country:pk/province:pb
PP-206,Punjab,PP-206 Khanewal-IV,Q59207555,country:pk/province:pb/provincial-constituency:pp-206,country:pk/province:pb
PP-210,Punjab,PP-210 Khanewal-VIII,Q59207561,country:pk/province:pb/provincial-constituency:pp-210,country:pk/province:pb
PS-4,Sindh,PS-4 Kashmore-I,Q59207676,country:pk/province:sd/provincial-constituency:ps-4,country:pk/province:sd
PS-6,Sindh,PS-6 Kashmore-III,Q59207678,country:pk/province:sd/provincial-constituency:ps-6,country:pk/province:sd
PS-5,Sindh,PS-5 Kashmore-II,Q59207677,country:pk/province:sd/provincial-constituency:ps-5,country:pk/province:sd
PS-18,Sindh,PS-18 Ghotki-I,Q59207692,country:pk/province:sd/provincial-constituency:ps-18,country:pk/province:sd
PS-19,Sindh,PS-19 Ghotki-II,Q59207693,country:pk/province:sd/provincial-constituency:ps-19,country:pk/province:sd
PS-21,Sindh,PS-21 Ghotki-IV,Q59207696,country:pk/province:sd/provincial-constituency:ps-21,country:pk/province:sd
PS-20,Sindh,PS-20 Ghotki-III,Q59207694,country:pk/province:sd/provincial-constituency:ps-20,country:pk/province:sd
PS-23,Sindh,PS-23 Sukkur-II,Q59207698,country:pk/province:sd/provincial-constituency:ps-23,country:pk/province:sd
PS-22,Sindh,PS-22 Sukkur-I,Q59207697,country:pk/province:sd/provincial-constituency:ps-22,country:pk/province:sd
PS-24,Sindh,PS-24 Sukkur-III,Q59207700,country:pk/province:sd/provincial-constituency:ps-24,country:pk/province:sd
PS-25,Sindh,PS-25 Sukkur-IV,Q59207701,country:pk/province:sd/provincial-constituency:ps-25,country:pk/province:sd
PS-2,Sindh,PS-2 Jacobabad-II,Q59207672,country:pk/province:sd/provincial-constituency:ps-2,country:pk/province:sd
PS-1,Sindh,PS-1 Jacobabad-I,Q59207671,country:pk/province:sd/provincial-constituency:ps-1,country:pk/province:sd
PS-3,Sindh,PS-3 Jacobabad-III,Q59207675,country:pk/province:sd/provincial-constituency:ps-3,country:pk/province:sd
PS-9,Sindh,PS-9 Shikarpur-III,Q59207681,country:pk/province:sd/provincial-constituency:ps-9,country:pk/province:sd
PS-7,Sindh,PS-7 Shikarpur-I,Q59207679,country:pk/province:sd/provincial-constituency:ps-7,country:pk/province:sd
PS-8,Sindh,PS-8 Shikarpur-II,Q59207680,country:pk/province:sd/provincial-constituency:ps-8,country:pk/province:sd
PS-29,Sindh,PS-29 Khairpur-IV,Q59207705,country:pk/province:sd/provincial-constituency:ps-29,country:pk/province:sd
PS-28,Sindh,PS-28 Khairpur-III,Q59207704,country:pk/province:sd/provincial-constituency:ps-28,country:pk/province:sd
PS-27,Sindh,PS-27 Khairpur-II,Q59207703,country:pk/province:sd/provincial-constituency:ps-27,country:pk/province:sd
PS-30,Sindh,PS-30 Khairpur-V,Q59207708,country:pk/province:sd/provincial-constituency:ps-30,country:pk/province:sd
PS-26,Sindh,PS-26 Khairpur-I,Q59207702,country:pk/province:sd/provincial-constituency:ps-26,country:pk/province:sd
PS-32,Sindh,PS-32 Khairpur-VII,Q59207710,country:pk/province:sd/provincial-constituency:ps-32,country:pk/province:sd
PS-31,Sindh,PS-31 Khairpur-VI,Q59207709,country:pk/province:sd/provincial-constituency:ps-31,country:pk/province:sd
PS-42,Sindh,PS-42 Sanghar-II,Q59207725,country:pk/province:sd/provincial-constituency:ps-42,country:pk/province:sd
PS-41,Sindh,PS-41 Sanghar-I,Q59207724,country:pk/province:sd/provincial-constituency:ps-41,country:pk/province:sd
PS-46,Sindh,PS-46 Sanghar-VI,Q59207729,country:pk/province:sd/provincial-constituency:ps-46,country:pk/province:sd
PS-43,Sindh,PS-43 Sanghar-III,Q59207726,country:pk/province:sd/provincial-constituency:ps-43,country:pk/province:sd
PS-44,Sindh,PS-44 Sanghar-IV,Q59207727,country:pk/province:sd/provincial-constituency:ps-44,country:pk/province:sd
PS-45,Sindh,PS-45 Sanghar-V,Q59207728,country:pk/province:sd/provincial-constituency:ps-45,country:pk/province:sd
PS-52,Sindh,PS-52 Umerkot-II,Q59207738,country:pk/province:sd/provincial-constituency:ps-52,country:pk/province:sd
PS-51,Sindh,PS-51 Umerkot-I,Q59207737,country:pk/province:sd/provincial-constituency:ps-51,country:pk/province:sd
PS-53,Sindh,PS-53 Umerkot-III,Q59207739,country:pk/province:sd/provincial-constituency:ps-53,country:pk/province:sd
PS-54,Sindh,PS-54 Tharparkar-I,Q59207741,country:pk/province:sd/provincial-constituency:ps-54,country:pk/province:sd
PS-55,Sindh,PS-55 Tharparkar-II,Q59207742,country:pk/province:sd/provincial-constituency:ps-55,country:pk/province:sd
PS-56,Sindh,PS-56 Tharparkar-III,Q59207743,country:pk/province:sd/provincial-constituency:ps-56,country:pk/province:sd
PS-57,Sindh,PS-57 Tharparkar-IV,Q59207746,country:pk/province:sd/provincial-constituency:ps-57,country:pk/province:sd
PS-72,Sindh,PS-72 Badin-III,Q59207768,country:pk/province:sd/provincial-constituency:ps-72,country:pk/province:sd
PS-73,Sindh,PS-73 Badin-IV,Q59207769,country:pk/province:sd/provincial-constituency:ps-73,country:pk/province:sd
PS-71,Sindh,PS-71 Badin-II,Q59207766,country:pk/province:sd/provincial-constituency:ps-71,country:pk/province:sd
PS-70,Sindh,PS-70 Badin-I,Q59207765,country:pk/province:sd/provincial-constituency:ps-70,country:pk/province:sd
PS-74,Sindh,PS-74 Badin-V,Q59207770,country:pk/province:sd/provincial-constituency:ps-74,country:pk/province:sd
PS-75,Sindh,PS-75 Sujawal-I,Q59207774,country:pk/province:sd/provincial-constituency:ps-75,country:pk/province:sd
PS-76,Sindh,PS-76 Sujawal-II,Q59207775,country:pk/province:sd/provincial-constituency:ps-76,country:pk/province:sd
PS-78,Sindh,PS-78 Thatta-II,Q59207777,country:pk/province:sd/provincial-constituency:ps-78,country:pk/province:sd
PS-79,Sindh,PS-79 Thatta-III,Q59207778,country:pk/province:sd/provincial-constituency:ps-79,country:pk/province:sd
PS-77,Sindh,PS-77 Thatta-I,Q59207776,country:pk/province:sd/provincial-constituency:ps-77,country:pk/province:sd
PS-80,Sindh,PS-80 Jamshoro-I,Q59207779,country:pk/province:sd/provincial-constituency:ps-80,country:pk/province:sd
PS-82,Sindh,PS-82 Jamshoro-III,Q59207781,country:pk/province:sd/provincial-constituency:ps-82,country:pk/province:sd
PS-81,Sindh,PS-81 Jamshoro-II,Q59207780,country:pk/province:sd/provincial-constituency:ps-81,country:pk/province:sd
PS-69,Sindh,PS-69 Tando Muhammad Khan-II,Q59207764,country:pk/province:sd/provincial-constituency:ps-69,country:pk/province:sd
PS-68,Sindh,PS-68 Tando Muhammad Khan-I,Q59207763,country:pk/province:sd/provincial-constituency:ps-68,country:pk/province:sd
PS-50,Sindh,PS-50 Mirpurkhas-IV,Q59207736,country:pk/province:sd/provincial-constituency:ps-50,country:pk/province:sd
PS-49,Sindh,PS-49 Mirpurkhas-III,Q59207735,country:pk/province:sd/provincial-constituency:ps-49,country:pk/province:sd
PS-47,Sindh,PS-47 Mirpurkhas-I,Q59207730,country:pk/province:sd/provincial-constituency:ps-47,country:pk/province:sd
PS-48,Sindh,PS-48 Mirpurkhas-II,Q59207734,country:pk/province:sd/provincial-constituency:ps-48,country:pk/province:sd
PS-61,Sindh,PS-61 Tando Allahyar-II,Q59207750,country:pk/province:sd/provincial-constituency:ps-61,country:pk/province:sd
PS-60,Sindh,PS-60 Tando Allahyar-I,Q59207749,country:pk/province:sd/provincial-constituency:ps-60,country:pk/province:sd
PS-59,Sindh,PS-59 Matiari-II,Q59207748,country:pk/province:sd/provincial-constituency:ps-59,country:pk/province:sd
PS-58,Sindh,PS-58 Matiari-I,Q59207747,country:pk/province:sd/provincial-constituency:ps-58,country:pk/province:sd
PS-37,Sindh,PS-37 Shaheed Benazirabadr-I,Q59207716,country:pk/province:sd/provincial-constituency:ps-37,country:pk/province:sd
PS-38,Sindh,PS-38 Shaheed Benazirabadr-II,Q59207717,country:pk/province:sd/provincial-constituency:ps-38,country:pk/province:sd
PS-39,Sindh,PS-39 Shaheed Benazirabadr-III,Q59207722,country:pk/province:sd/provincial-constituency:ps-39,country:pk/province:sd
PS-40,Sindh,PS-40 Shaheed Benazirabadr-IV,Q59207723,country:pk/province:sd/provincial-constituency:ps-40,country:pk/province:sd
PS-36,Sindh,PS-36 Naushahro Feroz-IV,Q59207715,country:pk/province:sd/provincial-constituency:ps-36,country:pk/province:sd
PS-35,Sindh,PS-35 Naushahro Feroz-III,Q59207714,country:pk/province:sd/provincial-constituency:ps-35,country:pk/province:sd
PS-34,Sindh,PS-34 Naushahro Feroz-II,Q59207713,country:pk/province:sd/provincial-constituency:ps-34,country:pk/province:sd
PS-33,Sindh,PS-33 Naushahro Feroz-I,Q59207711,country:pk/province:sd/provincial-constituency:ps-33,country:pk/province:sd
PS-13,Sindh,PS-13 Larkana-IV,Q59207687,country:pk/province:sd/provincial-constituency:ps-13,country:pk/province:sd
PS-12,Sindh,PS-12 Larkana-III,Q59207686,country:pk/province:sd/provincial-constituency:ps-12,country:pk/province:sd
PS-11,Sindh,PS-11 Larkana-II,Q59207684,country:pk/province:sd/provincial-constituency:ps-11,country:pk/province:sd
PS-10,Sindh,PS-10 Larkana-I,Q59207683,country:pk/province:sd/provincial-constituency:ps-10,country:pk/province:sd
PS-86,Sindh,PS-86 Dadu-IV,Q59207791,country:pk/province:sd/provincial-constituency:ps-86,country:pk/province:sd
PS-85,Sindh,PS-85 Dadu-III,Q59207790,country:pk/province:sd/provincial-constituency:ps-85,country:pk/province:sd
PS-84,Sindh,PS-84 Dadu-II,Q59207789,country:pk/province:sd/provincial-constituency:ps-84,country:pk/province:sd
PS-83,Sindh,PS-83 Dadu-I,Q59207783,country:pk/province:sd/provincial-constituency:ps-83,country:pk/province:sd
PS-17,Sindh,PS-17 Kamber Shahdadkot-IV,Q59207691,country:pk/province:sd/provincial-constituency:ps-17,country:pk/province:sd
PS-16,Sindh,PS-16 Kamber Shahdadkot-III,Q59207690,country:pk/province:sd/provincial-constituency:ps-16,country:pk/province:sd
PS-15,Sindh,PS-15 Kamber Shahdadkot-II,Q59207689,country:pk/province:sd/provincial-constituency:ps-15,country:pk/province:sd
PS-14,Sindh,PS-14 Kamber Shahdadkot-I,Q59207688,country:pk/province:sd/provincial-constituency:ps-14,country:pk/province:sd
PK-1,Khyber PakhtunKhwa,PK-1 Chitral,Q19600912,country:pk/province:kp/provincial-constituency:pk-1,country:pk/province:kp
PK-12,Khyber PakhtunKhwa,PK-12 Upper Dir-III,Q19600831,country:pk/province:kp/provincial-constituency:pk-12,country:pk/province:kp
PK-11,Khyber PakhtunKhwa,PK-11 Upper Dir-II,Q19600830,country:pk/province:kp/provincial-constituency:pk-11,country:pk/province:kp
PK-10,Khyber PakhtunKhwa,PK-10 Upper Dir-I,Q59210213,country:pk/province:kp/provincial-constituency:pk-10,country:pk/province:kp
PK-17,Khyber PakhtunKhwa,PK-17 Lower Dir-V,Q19600836,country:pk/province:kp/provincial-constituency:pk-17,country:pk/province:kp
PK-16,Khyber PakhtunKhwa,PK-16 Lower Dir-IV,Q17069395,country:pk/province:kp/provincial-constituency:pk-16,country:pk/province:kp
PK-15,Khyber PakhtunKhwa,PK-15 Lower Dir-III,Q19600834,country:pk/province:kp/provincial-constituency:pk-15,country:pk/province:kp
PK-14,Khyber PakhtunKhwa,PK-14 Lower Dir-II,Q19600833,country:pk/province:kp/provincial-constituency:pk-14,country:pk/province:kp
PK-13,Khyber PakhtunKhwa,PK-13 Lower Dir-I,Q19600832,country:pk/province:kp/provincial-constituency:pk-13,country:pk/province:kp
PK-2,Khyber PakhtunKhwa,PK-2 Swat-I,Q59210203,country:pk/province:kp/provincial-constituency:pk-2,country:pk/province:kp
PK-8,Khyber PakhtunKhwa,PK-8 Swat-VII,Q59210210,country:pk/province:kp/provincial-constituency:pk-8,country:pk/province:kp
PK-9,Khyber PakhtunKhwa,PK-9 Swat-VIII,Q59210212,country:pk/province:kp/provincial-constituency:pk-9,country:pk/province:kp
PK-3,Khyber PakhtunKhwa,PK-3 Swat-II,Q59210205,country:pk/province:kp/provincial-constituency:pk-3,country:pk/province:kp
PK-5,Khyber PakhtunKhwa,PK-5 Swat-IV,Q59210207,country:pk/province:kp/provincial-constituency:pk-5,country:pk/province:kp
PK-4,Khyber PakhtunKhwa,PK-4 Swat-III,Q59210206,country:pk/province:kp/provincial-constituency:pk--4,country:pk/province:kp
PK-6,Khyber PakhtunKhwa,PK-6 Swat-V,Q59210208,country:pk/province:kp/provincial-constituency:pk-6,country:pk/province:kp
PK-7,Khyber PakhtunKhwa,PK-7 Swat-VI,Q59210209,country:pk/province:kp/provincial-constituency:pk-7,country:pk/province:kp
PK-18,Khyber PakhtunKhwa,PK-18 Malakand Protected Area-I,Q59210217,country:pk/province:kp/provincial-constituency:pk-18,country:pk/province:kp
PK-19,Khyber PakhtunKhwa,PK-19 Malakand Protected Area-II,Q59210218,country:pk/province:kp/provincial-constituency:pk-19,country:pk/province:kp
PK-56,Khyber PakhtunKhwa,PK-56 Charsadda-I,Q59210266,country:pk/province:kp/provincial-constituency:pk-56,country:pk/province:kp
PK-60,Khyber PakhtunKhwa,PK-60 Charsadda-V,Q59210271,country:pk/province:kp/provincial-constituency:pk-60,country:pk/province:kp
PK-59,Khyber PakhtunKhwa,PK-59 Charsadda-IV,Q59210270,country:pk/province:kp/provincial-constituency:pk-59,country:pk/province:kp
PK-57,Khyber PakhtunKhwa,PK-57 Charsadda-II,Q59210267,country:pk/province:kp/provincial-constituency:pk-57,country:pk/province:kp
PK-58,Khyber PakhtunKhwa,PK-58 Charsadda-III,Q59210269,country:pk/province:kp/provincial-constituency:pk--58,country:pk/province:kp
PK-20,Khyber PakhtunKhwa,PK-20 Buner-I,Q59210219,country:pk/province:kp/provincial-constituency:pk-20,country:pk/province:kp
PK-21,Khyber PakhtunKhwa,PK-21 Buner-II,Q59210220,country:pk/province:kp/provincial-constituency:pk-21,country:pk/province:kp
PK-22,Khyber PakhtunKhwa,PK-22 Buner-III,Q59210221,country:pk/province:kp/provincial-constituency:pk-22,country:pk/province:kp
PK-24,Khyber PakhtunKhwa,PK-24 Shangla-II,Q59210222,country:pk/province:kp/provincial-constituency:pk-24,country:pk/province:kp
PK-23,Khyber PakhtunKhwa,PK-23 Shangla-I,Q19600842,country:pk/province:kp/provincial-constituency:pk-23,country:pk/province:kp
PK-28,Khyber PakhtunKhwa,PK-28 Battagram-I,Q59210226,country:pk/province:kp/provincial-constituency:pk-28,country:pk/province:kp
PK-29,Khyber PakhtunKhwa,PK-29 Battagram-II,Q59210227,country:pk/province:kp/provincial-constituency:pk-29,country:pk/province:kp
PK-35,Khyber PakhtunKhwa,PK-35 Tor Ghar,Q59210232,country:pk/province:kp/provincial-constituency:pk-35,country:pk/province:kp
PK-48,Khyber PakhtunKhwa,PK-48 Mardan-I,Q59210254,country:pk/province:kp/provincial-constituency:pk-48,country:pk/province:kp
PK-55,Khyber PakhtunKhwa,PK-55 Mardan-VIII,Q59210261,country:pk/province:kp/provincial-constituency:pk-55,country:pk/province:kp
PK-54,Khyber PakhtunKhwa,PK-54 Mardan-VII,Q59210260,country:pk/province:kp/provincial-constituency:pk-54,country:pk/province:kp
PK-53,Khyber PakhtunKhwa,PK-53 Mardan-VI,Q59210259,country:pk/province:kp/provincial-constituency:pk-53,country:pk/province:kp
PK-52,Khyber PakhtunKhwa,PK-52 Mardan-V,Q59210258,country:pk/province:kp/provincial-constituency:pk-52,country:pk/province:kp
PK-51,Khyber PakhtunKhwa,PK-51 Mardan-IV,Q59210257,country:pk/province:kp/provincial-constituency:pk-51,country:pk/province:kp
PK-50,Khyber PakhtunKhwa,PK-50 Mardan-III,Q59210256,country:pk/province:kp/provincial-constituency:pk-50,country:pk/province:kp
PK-49,Khyber PakhtunKhwa,PK-49 Mardan-II,Q59210255,country:pk/province:kp/provincial-constituency:pk-49,country:pk/province:kp
PK-43,Khyber PakhtunKhwa,PK-43 Swabi-I,Q59210245,country:pk/province:kp/provincial-constituency:pk-43,country:pk/province:kp
PK-44,Khyber PakhtunKhwa,PK-44 Swabi-II,Q59210246,country:pk/province:kp/provincial-constituency:pk-44,country:pk/province:kp
PK-45,Khyber PakhtunKhwa,PK-45 Swabi-III,Q59210248,country:pk/province:kp/provincial-constituency:pk--45,country:pk/province:kp
PK-46,Khyber PakhtunKhwa,PK-46 Swabi-IV,Q59210249,country:pk/province:kp/provincial-constituency:pk-46,country:pk/province:kp
PK-47,Khyber PakhtunKhwa,PK-47 Swabi-V,Q59210252,country:pk/province:kp/provincial-constituency:pk-47,country:pk/province:kp
PK-62,Khyber PakhtunKhwa,PK-62 Nowshera-II,Q59210274,country:pk/province:kp/provincial-constituency:pk-62,country:pk/province:kp
PK-61,Khyber PakhtunKhwa,PK-61 Nowshera-I,Q59210272,country:pk/province:kp/provincial-constituency:pk-61,country:pk/province:kp
PK-63,Khyber PakhtunKhwa,PK-63 Nowshera-III,Q59210275,country:pk/province:kp/provincial-constituency:pk-63,country:pk/province:kp
PK-64,Khyber PakhtunKhwa,PK-64 Nowshera-IV,Q59210276,country:pk/province:kp/provincial-constituency:pk-64,country:pk/province:kp
PK-65,Khyber PakhtunKhwa,PK-65 Nowshera-V,Q59210280,country:pk/province:kp/provincial-constituency:pk-65,country:pk/province:kp
PK-80,Khyber PakhtunKhwa,PK-80 Kohat-I,Q59210298,country:pk/province:kp/provincial-constituency:pk-80,country:pk/province:kp
PK-81,Khyber PakhtunKhwa,PK-81 Kohat-II,Q59210299,country:pk/province:kp/provincial-constituency:pk-81,country:pk/province:kp
PK-82,Khyber PakhtunKhwa,PK-82 Kohat-III,Q59210300,country:pk/province:kp/provincial-constituency:pk-82,country:pk/province:kp
PK-83,Khyber PakhtunKhwa,PK-83 Hangu-I,Q59210301,country:pk/province:kp/provincial-constituency:pk-83,country:pk/province:kp
PK-84,Khyber PakhtunKhwa,PK-84 Hangu-II,Q59210303,country:pk/province:kp/provincial-constituency:pk-84,country:pk/province:kp
PK-85,Khyber PakhtunKhwa,PK-85 Karak-I,Q59210304,country:pk/province:kp/provincial-constituency:pk-85,country:pk/province:kp
PK-86,Khyber PakhtunKhwa,PK-86 Karak-II,Q59210305,country:pk/province:kp/provincial-constituency:pk-86,country:pk/province:kp
PK-91,Khyber PakhtunKhwa,PK-91 Lakki Marwat-I,Q59210310,country:pk/province:kp/provincial-constituency:pk-91,country:pk/province:kp
PK-93,Khyber PakhtunKhwa,PK-93 Lakki Marwat-III,Q59210313,country:pk/province:kp/provincial-constituency:pk-93,country:pk/province:kp
PK-92,Khyber PakhtunKhwa,PK-92 Lakki Marwat-II,Q59210311,country:pk/province:kp/provincial-constituency:pk-92,country:pk/province:kp
PK-95,Khyber PakhtunKhwa,PK-95 Dera Ismail Khan-I,Q59210316,country:pk/province:kp/provincial-constituency:pk-95,country:pk/province:kp
PK-96,Khyber PakhtunKhwa,PK-96 Dera Ismail Khan-II,Q59210317,country:pk/province:kp/provincial-constituency:pk-96,country:pk/province:kp
PK-97,Khyber PakhtunKhwa,PK-97 Dera Ismail Khan-III,Q19600887,country:pk/province:kp/provincial-constituency:pk-97,country:pk/province:kp
PK-98,Khyber PakhtunKhwa,PK-98 Dera Ismail Khan-IV,Q59210318,country:pk/province:kp/provincial-constituency:pk-98,country:pk/province:kp
PK-99,Khyber PakhtunKhwa,PK-99 Dera Ismail Khan-V,Q59210319,country:pk/province:kp/provincial-constituency:pk-99,country:pk/province:kp
PK-94,Khyber PakhtunKhwa,PK-94 Tank,Q59210314,country:pk/province:kp/provincial-constituency:pk-94,country:pk/province:kp
PK-30,Khyber PakhtunKhwa,PK-30 Mansehra-I,Q19600850,country:pk/province:kp/provincial-constituency:pk-30,country:pk/province:kp
PK-31,Khyber PakhtunKhwa,PK-31 Mansehra-II,Q59210228,country:pk/province:kp/provincial-constituency:pk-31,country:pk/province:kp
PK-34,Khyber PakhtunKhwa,PK-34 Mansehra-V,Q59210231,country:pk/province:kp/provincial-constituency:pk-34,country:pk/province:kp
PK-33,Khyber PakhtunKhwa,PK-33 Mansehra-IV,Q59210230,country:pk/province:kp/provincial-constituency:pk-33,country:pk/province:kp
PK-32,Khyber PakhtunKhwa,PK-32 Mansehra-III,Q59210229,country:pk/province:kp/provincial-constituency:pk-32,country:pk/province:kp
PK-40,Khyber PakhtunKhwa,PK-40 Haripur-I,Q59210241,country:pk/province:kp/provincial-constituency:pk-40,country:pk/province:kp
PK-42,Khyber PakhtunKhwa,PK-42 Haripur-III,Q59210243,country:pk/province:kp/provincial-constituency:pk-42,country:pk/province:kp
PK-41,Khyber PakhtunKhwa,PK-41 Haripur-II,Q59210242,country:pk/province:kp/provincial-constituency:pk-41,country:pk/province:kp
PK-36,Khyber PakhtunKhwa,PK-36 Abbottabad-I,Q59210234,country:pk/province:kp/provincial-constituency:pk-36,country:pk/province:kp
PK-37,Khyber PakhtunKhwa,PK-37 Abbottabad-II,Q59210236,country:pk/province:kp/provincial-constituency:pk-37,country:pk/province:kp
PK-39,Khyber PakhtunKhwa,PK-39 Abbottabad-IV,Q59210240,country:pk/province:kp/provincial-constituency:pk-39,country:pk/province:kp
PK-38,Khyber PakhtunKhwa,PK-38 Abbottabad-III,Q59210239,country:pk/province:kp/provincial-constituency:pk-38,country:pk/province:kp
PK-87,Khyber PakhtunKhwa,PK-87 Bannu-I,Q59210306,country:pk/province:kp/provincial-constituency:pk-87,country:pk/province:kp
PK-90,Khyber PakhtunKhwa,PK-90 Bannu-IV,Q59210309,country:pk/province:kp/provincial-constituency:pk--90,country:pk/province:kp
PK-88,Khyber PakhtunKhwa,PK-88 Bannu-II,Q59210307,country:pk/province:kp/provincial-constituency:pk-88,country:pk/province:kp
PK-89,Khyber PakhtunKhwa,PK-89 Bannu-III,Q59210308,country:pk/province:kp/provincial-constituency:pk-89,country:pk/province:kp
PK-66,Khyber PakhtunKhwa,PK-66 Peshawar-I,Q19600820,country:pk/province:kp/provincial-constituency:pk-66,country:pk/province:kp
PK-67,Khyber PakhtunKhwa,PK-67 Peshawar-II,Q59210281,country:pk/province:kp/provincial-constituency:pk-67,country:pk/province:kp
PK-68,Khyber PakhtunKhwa,PK-68 Peshawar-III,Q59210282,country:pk/province:kp/provincial-constituency:pk-68,country:pk/province:kp
PK-69,Khyber PakhtunKhwa,PK-69 Peshawar-IV,Q59210283,country:pk/province:kp/provincial-constituency:pk-69,country:pk/province:kp
PK-76,Khyber PakhtunKhwa,PK-76 Peshawar-XI,Q59210294,country:pk/province:kp/provincial-constituency:pk-76,country:pk/province:kp
PK-77,Khyber PakhtunKhwa,PK-77 Peshawar-XII,Q59210295,country:pk/province:kp/provincial-constituency:pk-77,country:pk/province:kp
PK-78,Khyber PakhtunKhwa,PK-78 Peshawar-XIII,Q59210296,country:pk/province:kp/provincial-constituency:pk-78,country:pk/province:kp
PK-75,Khyber PakhtunKhwa,PK-75 Peshawar-X,Q59210292,country:pk/province:kp/provincial-constituency:pk-75,country:pk/province:kp
PK-79,Khyber PakhtunKhwa,PK-79 Peshawar-XIV,Q59210297,country:pk/province:kp/provincial-constituency:pk-79,country:pk/province:kp
PK-70,Khyber PakhtunKhwa,PK-70 Peshawar-V,Q59210284,country:pk/province:kp/provincial-constituency:pk-70,country:pk/province:kp
PK-71,Khyber PakhtunKhwa,PK-71 Peshawar-VI,Q59210285,country:pk/province:kp/provincial-constituency:pk-71,country:pk/province:kp
PK-74,Khyber PakhtunKhwa,PK-74 Peshawar-IX,Q59210288,country:pk/province:kp/provincial-constituency:pk-74,country:pk/province:kp
PK-72,Khyber PakhtunKhwa,PK-72 Peshawar-VII,Q59210286,country:pk/province:kp/provincial-constituency:pk-72,country:pk/province:kp
PK-73,Khyber PakhtunKhwa,PK-73 Peshawar-VIII,Q59210287,country:pk/province:kp/provincial-constituency:pk-73,country:pk/province:kp
PK-27,Khyber PakhtunKhwa,PK-27 Kolai Palas Kohistan,Q59210225,country:pk/province:kp/provincial-constituency:pk-27,country:pk/province:kp
PK-25,Khyber PakhtunKhwa,PK-25 Kohistan,Q59210223,country:pk/province:kp/provincial-constituency:pk-25,country:pk/province:kp
PK-26,Khyber PakhtunKhwa,PK-26 Kohistan Lower,Q59210224,country:pk/province:kp/provincial-constituency:pk-26,country:pk/province:kp
